束ID,9相談,束,質問原文（受講生名・スタッフ名マスク済み）,日時,出典行(questions_all_full.csv)
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,名刺作成会で事前にインストールしておいたほうが良いアプリはありますか,2025-04-13 12:09:47,44
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,先程の低スペックPCで、再インストールしたら起動して、チャットもしてくれました🤗 遅いけど💦 でもPC買い替え前提です、今回は、このPCを持っていきます。で、会場にACコンセントはありますか？,2026-05-07 14:13:12,1282
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,こんな返信が来ました、 どうすればいいでしょうか？ お問い合わせいただきありがとうございます！ こちらインストールについてのご相談でしょうか！ そうなると、ご自身でインストールをしないといけないので、 動画編集の講義を見ながらやっていただくのが最善なのですが、いかがでしょう？ もし視点取得で来ていない点がありましたら、追加でコメントいただけると幸いです💦 スキルプラス運営 ◯◯,2026-05-10 18:55:07,1664
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,ありがとうございます、そうでしたか！ 【現在の取り組み】 ・本気で稼ぐガチ勢のコミュニティ参加しております。 【今後どんな事をやっていきたいか】 本業にしていきたい増毛エクステの方はＨＰやsns公開もやっていますが、まだお客様がいません。なので、ガチ勢の方に本腰を入れるためスキルの棚卸しをしたところ、 夫は高級料理店勤務が25年を超えており、スキルをコンテンツにしたら売れるのではないか？と思いつきました。 返信が来るまでAIコンテンツ生成_自動化LIVEで頂いた「迷わず実行できるロードマッププロンプト」使い作成し終わったところです。,2026-05-12 20:47:44,2217
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,プロンプトを上手になりたいと考えているのですが、学べる ツールはありますか？,2026-05-30 23:11:43,4002
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,サクセスラーニングについて質問があります。 各講義にあるAIに投げる用のプロンプトは◯◯くんに投げる用ですか？他のAIを使用する時に投げる用のものですか？,2026-06-01 07:26:46,4081
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,ロードマップに関して質問があります。 アドネス式プロンプト設計を身につけようは勉強しなくていいのでしょうか?,2026-06-05 16:43:30,4439
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,間違えてしまいました💦アインストールしてインストールしてしまいました💦,2026-06-05 19:04:49,4452
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,Macの使わないアプリをアンインストールしたいんですが削除できないのがあるんですが、アンインストールできないんでしょうか？,2026-06-11 13:05:43,4946
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,Macの使わないアプリをアンインストールしたいんですが削除できないのがあるんですが、アンインストールできないんでしょうか？,2026-06-11 13:05:43,4947
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,コマンドプロンプトでも試しましたが、「コマンドの構文が誤っています。」と言われました,2026-06-12 23:56:41,5108
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,◯◯さんありがとうございました。 スプレッドシートは方法が無い、と分かれば十分です😊,2026-06-18 19:07:28,5562
G2-06,📘学習② 講義の内容で分からない,プロンプト/操作・概念,ありがとうございます。 すみません、チャットポットについて質問したいです。 変数を入れると答えられてた質問も答えられなくなしました。 変数を入れる前のもののコピーもとっていたのですがそちらも答えられません。 ただ変数入りのものよりましだとおもいますが。 変数を入れる前時間をかけてやっと答えてくれるようになっていたのにとショックが大きいです。 なぜこんなことになるのでしょうか？ 工夫して解決するものなら教えてほしいです。 また、今から原因をまた1つずつ探していくほうがいいのか、それともあきらめて新しいもの作ったほうがいいのか迷います。 これが本物の案件だったとして、どういうマインドで行いますか？ よろしくお願いします。,2026-06-23 17:18:41,5896
G2-07,📘学習② 講義の内容で分からない,技術エラー(動かない/実行できない),◯◯さん いつもお世話になっております♪ ご連絡ありがとうございます 少しづつ色々な事ができるようになったのですが、営業ができていません！ 動かないといけないと思っているのですが、 求人サイトとかで仕事見てるとできるのか？と思って応募できず 3件だけ応募してみました どんな仕事に応募したら私にもできるのだろうか？ なんて怖気付いていました！ ぜひ参加させてくださ(ぺこり),2026-04-24 20:42:17,150
G2-07,📘学習② 講義の内容で分からない,技術エラー(動かない/実行できない),マインドセットセミナー参加しました。ありがとうございました！ そして ◯◯くんからのメッセージもありがたいのですが、開けないので、どうしたら良いでしょうか。 ◯◯さんの友達追加の画面が出ますが、 追加を押してもトークを押しても動きません。,2026-05-06 22:35:41,1213
G2-07,📘学習② 講義の内容で分からない,技術エラー(動かない/実行できない),こんにちは！😊ご返信ありがとうございます！🙇 どうしても頑張れなくなってしまいました。。🤦🤦 前みたいに、 応募文考えるだけなら、応募しちゃった方がいいじゃん！と思い、勢いで応募した感覚で、 今週も少なくとも3件くらいは出来るんじゃないかと思っていたのですが、 どうしても体が動かないです…笑 作業会も足が遠のいてます😞,2026-05-08 14:35:00,1456
G2-07,📘学習② 講義の内容で分からない,技術エラー(動かない/実行できない),それと、サクセスラーニングが動きません。,2026-06-12 21:36:35,5092
G2-07,📘学習② 講義の内容で分からない,技術エラー(動かない/実行できない),講義追加しようとしたのですがこの画面から動かないです。,2026-06-16 14:19:21,5377
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,プロフィール写真どれがいいでしょうか？,2025-04-12 22:07:42,9
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,今日までで、クラウドワークスにてライティング案件で45件の応募をしましたが、なかなか良い回答が得られていません。pcの件もさることながら、募集期間が長く設定されている案件が多く、急募案件が制限(性別、年齢) があるものばかりなので、まだまだ探しまくっています。ポートフォリオや営業文を更に見直してみます。見直ししたものを添削していただきたくおもうのですが、◯◯様に手続きを取ればよろしいのでしょうか？,2025-04-13 2:20:22,25
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,以前は作品名でまとめていたのを単発に切り替え,2025-04-13 13:03:39,55
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,コスプレ写真記事をアップする際はできるだけこのような形で単発でアップする。 こうすることで、遅延や作成時のストレスや詰まりを削減することを意識しました。 これまで、被写体の人が加工した物しか…等でデータ送っても送り返さない等の問題が多く、それが原因で記事ができない→ならば、掲載ok貰った人から順次ソロ写真とかでも良いので狭く深くで良いので書いて行く。こうする事で数を増やせるようになったので記事の量が増えて結果的に継続力もつきました 以前は作品名でまとめていたのを単発に切り替え それに加えて、後はオーディション関連のデータも結構入手したので、審査のやり取りから合否も分かっているので、そこからAIに何故その人は合格したか、不合格になったかを一般統計学に落とし込む準備ができました。 その研究データを基にこれからアイドルを目指したい人達や審査員やる人に向けてのブログなどに書き起こしていきたいですね。 後はコスプレやポートレートの記事をアップした場合はXやインスタやThreadやRemember(モデルマッチングサイト) にアップした趣旨を記述！これをやる事で集客力を増やしていこうと思います。 後は、新天地の結果が上手く行く事を願いましょう♪,2025-04-13 14:05:57,79
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,井上です 「チャットボットを構築しよう！」を今進めています。 3-16 ポートフォリオサイトを作成する（1/2）のところまで来ました。 そこで確認していただきたいことがあります。 ・自己紹介ページ：〔URL省略〕 ・提供サービスページ：〔URL省略〕 上記の2点の内容が今の時点の私に合っているか、間違っているとこや足りないところがある場合は教えていただきたいです。,2026-04-23 22:19:02,131
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯様 お世話になっております。 現在進めている内容について、ご報告させていただきます。 先日、初めて1Day講座を開催いたしました。 その際に使用したテキストを作成しましたので、まずこちらをご覧いただければと思います。 また、参加してくださった方へ「トランスチャートシート」を作成し、お渡ししました。 こちらも併せて共有させていただきます。 講座後、「もっと学びたい」という声をいただいたため、 次のステップとして1Day講座の設計を進めました。 ◯◯さんに作っていただいたプロンプトをもとに、AIと一緒に講座設計を行い、形にしましたので、その内容もご確認いただきたいです。 さらに、この講座を広げていくためのチラシも作成いたしました。 また、講座の熱が冷めないうちに動くことを意識し、 お茶会を開催することにしました。 その案内チラシも作成し、講座参加者の方へお渡ししています。 ただし現時点では、お茶会のお申し込みはまだ0件の状況です。 現在は「作る→届ける→反応を見る」という流れを一つずつ積み重ねている段階です。 今後、どの部分を改善・強化していくべきか、ご意見をいただけますと幸いです。 よろしくお願いいたします。,2026-04-24 4:16:36,133
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さんこんばんは 先日はありがとうございました。 shufti、ママワークスのアカウント登録できました。 プロフィールも一応作成しましたが… ほんと、書くこと無くて😓面談で修正できたらと思います。アドバイスお願いします。 画像も添付します。 プロフィール文です⬇️ 数あるプロフィールの中から目にとめていただき、ありがとうございます。 3人の子供の手が離れたのを機に、現在は本業と家事の合間を縫って、在宅での仕事に挑戦しております。 「報告・連絡・相談」を大切にし、一つひとつのご依頼に責任を持って、丁寧に対応させていただきます。 これまでに約5年間、一般事務としてデータ入力、書類作成、電話対応などに携わってまいりました。 【お引き受けできること】 • データ入力・リスト作成 • 簡単な文章作成・リライト • アンケート回答 • その他、マニュアルが完備された単純作業 ※現在は、生成AIを活用したデザイン制作やライティングなど、新しいスキルの習得にも励んでおります。 【活動時間・連絡について】 • 稼働時間： 平日 19時〜22時（1日合計3時間程度） • ※土日祝はスケジュールにより調整可能です。 • ご連絡： メッセージは原則として当日中に返信するよう心がけております。 ※上記以外の時間もなるべく早くお返事します。急ぎの案件も、まずはご相談ください。 【意気込み】 まずは小さな案件からコツコツと実績を積み重ね、◯◯様のお役に立てるよう精一杯努めます。 誠意を持って、正確に業務を遂行いたします。 どうぞよろしくお願いいたします。,2026-04-24 20:12:36,146
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,それともうひとつご相談があるのですが、現時点ではまだAIスキルやポートフォリオはこれから準備していく段階です。 そのため、まずはどのAIスキルから学ぶのがおすすめでしょうか？ ご教示いただけますと幸いです。 よろしくお願いいたします！,2026-04-30 12:51:56,194
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん お世話になっております！ 失礼いたしました🙇‍♀️ ギガファイル便にて再送させていただきます。 よろしくお願いいたします。 〔URL省略〕,2026-04-30 17:32:50,200
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん お世話になっております！ 失礼いたしました🙇‍♀️ ギガファイル便にて再送させていただきます。 よろしくお願いいたします。 〔URL省略〕,2026-04-30 17:32:50,201
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん お世話になっております！ 失礼いたしました🙇‍♀️ ギガファイル便にて再送させていただきます。 よろしくお願いいたします。 〔URL省略〕,2026-04-30 17:32:50,202
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん お世話になっております！ 失礼いたしました🙇‍♀️ ギガファイル便にて再送させていただきます。 よろしくお願いいたします。 〔URL省略〕,2026-04-30 17:32:50,203
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん お世話になっております！ 失礼いたしました🙇‍♀️ ギガファイル便にて再送させていただきます。 よろしくお願いいたします。 〔URL省略〕,2026-04-30 17:32:50,204
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん お世話になっております！ 失礼いたしました🙇‍♀️ ギガファイル便にて再送させていただきます。 よろしくお願いいたします。 〔URL省略〕,2026-04-30 17:32:50,205
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん お世話になっております！ 失礼いたしました🙇‍♀️ ギガファイル便にて再送させていただきます。 よろしくお願いいたします。 〔URL省略〕,2026-04-30 17:32:50,206
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん お世話になっております！ 失礼いたしました🙇‍♀️ ギガファイル便にて再送させていただきます。 よろしくお願いいたします。 〔URL省略〕,2026-04-30 17:32:50,207
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,ありがとうございます。こちらこそ何卒、よろしくお願いいたします🙏 また、明日に延期になったAIセミナーの内容に関係するかも知れませんが、、 僕自身、Chatgptを一番よく使用しており（Gemini、Caludeも課金使用していますが、、）、最近作成してくれるスライド資料が、Image２になってから①直接編集はできないが、高解像度の画像形式になる時。②パワポでも編集できる高画像度形式になる２パターンがありました。 （Image２が動作してくれなかった場合は、従来のしょぼいパワポで編集可能な資料を作成することもいまだにあります） 僕のポートフォリオでは、チャットボットの紹介→①、ITの紹介→②のパターンで作成してくれました。 もし、こちらを自在にコントロールする方法がご存知でしたら、ご教示頂けると助かります🙇 （明日のセミナー時でも大丈夫です）,2026-04-30 18:02:42,209
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,ありがとうございます。こちらこそ何卒、よろしくお願いいたします🙏 また、明日に延期になったAIセミナーの内容に関係するかも知れませんが、、 僕自身、Chatgptを一番よく使用しており（Gemini、Caludeも課金使用していますが、、）、最近作成してくれるスライド資料が、Image２になってから①直接編集はできないが、高解像度の画像形式になる時。②パワポでも編集できる高画像度形式になる２パターンがありました。 （Image２が動作してくれなかった場合は、従来のしょぼいパワポで編集可能な資料を作成することもいまだにあります） 僕のポートフォリオでは、チャットボットの紹介→①、ITの紹介→②のパターンで作成してくれました。 もし、こちらを自在にコントロールする方法がご存知でしたら、ご教示頂けると助かります🙇 （明日のセミナー時でも大丈夫です）,2026-04-30 18:02:42,210
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん、ありがとうございます。 進め方理解しました。 まず複業クラウドの登録とプロフィール整備を済ませてエントリーを始めます。 確認ですが、業務計画とは案件ごとの進め方メモ、成果物サンプルとは応募先に見せるデモや資料（画面キャプチャ等）という理解で合ってますでしょうか？ エントリー数と返信状況は定期的に共有します。よろしくお願いします。,2026-04-30 18:59:33,214
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さま みなさま こんばんは！ いつもあたたかなメッセージをありがとうございます (* ᴗ͈ˬᴗ͈)” 71日／100日連続です (๑•̀ㅂ•́)و✧ ポートフォリオの見せ方、めちゃくちゃ迷ってます！ ちなみに、今迷走しているのは、スライドを一枚にまとめて、スマホでも問題なく読める方法です💦 簡単なようで難しく、知らないうちにCanva使えるようになっていたりと、バタバタしている中、学習も進んだりしています、笑 GW目前、休みの間◯◯さん迷って、◯◯さん失敗しながらも、進めていこうと思っています (๑•̀ㅂ•́)و✧,2026-04-30 21:56:01,239
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さま みなさま こんばんは！ メッセージをありがとうございます (* ᴗ͈ˬᴗ͈)” 72日／100日連続です (๑•̀ㅂ•́)و✧ ポートフォリオ、本当に悩んでます💦クラウドワークスの制限が結構あるのはキツいですが、課題をクリアできたらその時のスキルは忘れ難い自分のものになると信じて進めていきたいです！ そして、以前お仕事用のXアカウントが凍結されたとお伝えしていたのですが、昔作ったほぼまっさらの放置Xアカウントを見つけることに成功、流用できるか検討中です GW中に色々進められそうで楽しみです！ 引き続きどうぞよろしくお願いします (* ᴗ͈ˬᴗ͈)”,2026-05-01 18:49:09,399
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お疲れ様です。◯◯です。 前回お話ししていたポートフォリオの作成を行いました。 〔URL省略〕 以上がURLです↑（写真を添付するところは後ほど撮ったものを添付します） 前回のNotionのポートフォリオも部分的ですが、修正しました。 合わせて確認していただけると幸いです。 よろしくお願いいたします。,2026-05-01 23:08:53,473
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お疲れ様です。◯◯です。 前回お話ししていたポートフォリオの作成を行いました。 〔URL省略〕 以上がURLです↑（写真を添付するところは後ほど撮ったものを添付します） 前回のNotionのポートフォリオも部分的ですが、修正しました。 合わせて確認していただけると幸いです。 よろしくお願いいたします。,2026-05-01 23:08:53,474
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お疲れ様です。◯◯です。 前回お話ししていたポートフォリオの作成を行いました。 〔URL省略〕 以上がURLです↑（写真を添付するところは後ほど撮ったものを添付します） 前回のNotionのポートフォリオも部分的ですが、修正しました。 合わせて確認していただけると幸いです。 よろしくお願いいたします。,2026-05-01 23:08:53,475
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お疲れ様です。◯◯です。 前回お話ししていたポートフォリオの作成を行いました。 〔URL省略〕 以上がURLです↑（写真を添付するところは後ほど撮ったものを添付します） 前回のNotionのポートフォリオも部分的ですが、修正しました。 合わせて確認していただけると幸いです。 よろしくお願いいたします。,2026-05-01 23:08:53,476
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お疲れ様です。◯◯です。 前回お話ししていたポートフォリオの作成を行いました。 〔URL省略〕 以上がURLです↑（写真を添付するところは後ほど撮ったものを添付します） 前回のNotionのポートフォリオも部分的ですが、修正しました。 合わせて確認していただけると幸いです。 よろしくお願いいたします。,2026-05-01 23:08:53,477
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お疲れ様です。◯◯です。 前回お話ししていたポートフォリオの作成を行いました。 〔URL省略〕 以上がURLです↑（写真を添付するところは後ほど撮ったものを添付します） 前回のNotionのポートフォリオも部分的ですが、修正しました。 合わせて確認していただけると幸いです。 よろしくお願いいたします。,2026-05-01 23:08:53,478
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お疲れ様です。◯◯です。 前回お話ししていたポートフォリオの作成を行いました。 〔URL省略〕 以上がURLです↑（写真を添付するところは後ほど撮ったものを添付します） 前回のNotionのポートフォリオも部分的ですが、修正しました。 合わせて確認していただけると幸いです。 よろしくお願いいたします。,2026-05-01 23:08:53,479
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,いつも大変お世話になっております。 本日、21件完了です。 一部成果物お送りします。,2026-05-02 13:58:08,539
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,いつも大変お世話になっております。 本日、21件完了です。 一部成果物お送りします。,2026-05-02 13:58:08,540
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,質問です。 案件内でSTUDIO使用の案件が多数ありますが、STUDIOも勉強した方が良いのでしょうか。 成果物はClaude内で完結してよいのでしょうか。,2026-05-02 17:09:47,550
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お忙しい中、すいません💦 このポートフォリオの添削をお願いしたいです🙇‍♀️,2026-05-04 09:54:18,731
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お忙しい中、すいません💦 このポートフォリオの添削をお願いしたいです🙇‍♀️,2026-05-04 09:54:18,732
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お世話になっております。 回答ありがとうございます。 ポートフォリオはどうでしょうか。,2026-05-04 18:34:48,796
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お世話になっております。 回答ありがとうございます。 ポートフォリオはどうでしょうか。,2026-05-04 18:34:48,797
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お世話になっております。 回答ありがとうございます。 ポートフォリオはどうでしょうか。,2026-05-04 18:34:48,798
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お世話になっております。 回答ありがとうございます。 ポートフォリオはどうでしょうか。,2026-05-04 18:34:48,799
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お世話になっております。 回答ありがとうございます。 ポートフォリオはどうでしょうか。,2026-05-04 18:34:48,800
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お世話になっております。 回答ありがとうございます。 ポートフォリオはどうでしょうか。,2026-05-04 18:34:48,801
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お世話になっております。 回答ありがとうございます。 ポートフォリオはどうでしょうか。,2026-05-04 18:34:48,802
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お世話になっております。 回答ありがとうございます。 ポートフォリオはどうでしょうか。,2026-05-04 18:34:48,803
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お世話になっております。 回答ありがとうございます。 ポートフォリオはどうでしょうか。,2026-05-04 18:34:48,804
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,＠◯◯様 〔URL省略〕 ２つ目作成しましたのでご確認よろしくお願いします。 次はアドネス式プロンプト作成を進めていこうと思ってますが、 先に進めて行ったほうがいいものがあれば教えてくれれば助かります😄 以上よろしくお願いします。,2026-05-04 23:06:59,873
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,＠◯◯様 法人営業（オンライン編）できるようになろう / ポートフォリオを営業用に整える を今しているのですが、作品実績の動画は作成して差し込んだほうがいいですよね！？,2026-05-05 10:21:02,926
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,@◯◯様 ポートフォリオほぼ真似てますが、作成しました。 〔URL省略〕 動画も入れてみました！！ 修正点等はあればすぐ修正します！ 以上よろしくお願いします。,2026-05-05 14:55:23,941
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さんへ、 本日の成果物です！ 架空不動産のサイトをお手本にして名前変えて作ってみました 伊豆STAY HOME 〔URL省略〕 昨日フィードバック貰ったやつも直してみました！お時間ある時確認お願いします。 金澤興業 〔URL省略〕 KAITAKU（開拓） 〔URL省略〕,2026-05-05 17:10:14,962
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さんへ、 本日の成果物です！ 架空不動産のサイトをお手本にして名前変えて作ってみました 伊豆STAY HOME 〔URL省略〕 昨日フィードバック貰ったやつも直してみました！お時間ある時確認お願いします。 金澤興業 〔URL省略〕 KAITAKU（開拓） 〔URL省略〕,2026-05-05 17:10:14,963
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯様にクラウドワークスのプロフィールとポートフォリオを見ていただいてました。 この公式LINEで添削していただいている途中です。 昨日は1日既読にもならず、連絡なしでした。 それで連絡をさせていただきました。 この公式LINEのメッセージを見直してもらえるとわかると思います。,2026-05-05 17:28:44,964
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,本日はありがとうございました。 ポートフォリオ完成され次第メッセージさせていただきます！ オープンチャットありがとうございます。 今後ともよろしくお願い致します,2026-05-05 22:39:22,1038
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,了解です！ すいませんポートフォリオに載せるプロフィール写真ですがいいのが全くないです😢,2026-05-06 06:44:53,1045
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん ご連絡が遅くなり、申し訳ありません。 ここ数日、応募に対してご返信いただけることがありましたが、 業務委託なのに初期費用がかかったり、個人情報が多数必要だったりで、中々充実した応募状況ではございません。 提案文・ポートフォリオ諸々お送りいたしますので、 以上を踏まえて面談の時間を設けていただけないでしょうか。,2026-05-06 14:46:26,1104
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん ご連絡が遅くなり、申し訳ありません。 ここ数日、応募に対してご返信いただけることがありましたが、 業務委託なのに初期費用がかかったり、個人情報が多数必要だったりで、中々充実した応募状況ではございません。 提案文・ポートフォリオ諸々お送りいたしますので、 以上を踏まえて面談の時間を設けていただけないでしょうか。,2026-05-06 14:46:26,1105
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯様 いつもお世話になっております、◯◯です。 本日「フィード投稿の効果的なデザインを作ろう」の25まで終了しました。 20からの画像作成の実践は参考画像がどこにあるか分からなかったり、フォントやサイズがしっくりこなかったりとかなり四苦八苦しましたが、なんとか作成しました。 実在する店名や人名をそのままポートフォリオに使用してよいのでしょうか？ ポートフォリオ作成について教えていただければ幸いです。,2026-05-06 16:21:16,1122
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯様 いつもお世話になっております、◯◯です。 本日「フィード投稿の効果的なデザインを作ろう」の25まで終了しました。 20からの画像作成の実践は参考画像がどこにあるか分からなかったり、フォントやサイズがしっくりこなかったりとかなり四苦八苦しましたが、なんとか作成しました。 実在する店名や人名をそのままポートフォリオに使用してよいのでしょうか？ ポートフォリオ作成について教えていただければ幸いです。,2026-05-06 16:21:16,1123
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん いきなりメンヘラLINEですみません(sweat) 「相手にとって導入しやすい形に着地できる」かどうかは相手が判断する部分で、 こちらが言えないような印象が。中途半端な自動化は、かえって嫌がられると思うというか、自分が訪問看護していたらそうかなと。 最初は使う、やっぱりいっかになりかねないと思いました。 やはり厳しいですよね。 それが自分の中での区切りというか、契約するときに。 素晴らしいサービスですし、学◯◯さんありますが、 やはりリアルな話、結果だせないと… 皆様みたいに生活が豊かではないので。 繁忙期➕家庭の事情で、 もちろん私が副業に割く時間が思ったよりとれないこと、 サクセスラーニングの流れにスムーズにのれず、成果物がすぐにだせないこと、講師への質問や回答の解釈が悪いこと、自走力が皆無なことが要因なのはわかっていますが… 痛みは最小限にしたい気持ちがあります 1on1をしていただけるのは嬉しいのですが…,2026-05-06 17:30:08,1135
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さん いきなりメンヘラLINEですみません(sweat) 「相手にとって導入しやすい形に着地できる」かどうかは相手が判断する部分で、 こちらが言えないような印象が。中途半端な自動化は、かえって嫌がられると思うというか、自分が訪問看護していたらそうかなと。 最初は使う、やっぱりいっかになりかねないと思いました。 やはり厳しいですよね。 それが自分の中での区切りというか、契約するときに。 素晴らしいサービスですし、学◯◯さんありますが、 やはりリアルな話、結果だせないと… 皆様みたいに生活が豊かではないので。 繁忙期➕家庭の事情で、 もちろん私が副業に割く時間が思ったよりとれないこと、 サクセスラーニングの流れにスムーズにのれず、成果物がすぐにだせないこと、講師への質問や回答の解釈が悪いこと、自走力が皆無なことが要因なのはわかっていますが… 痛みは最小限にしたい気持ちがあります 1on1をしていただけるのは嬉しいのですが…,2026-05-06 17:30:08,1136
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,・その日のエントリー数:22件 ・これまでの累計エントリー数:76件 ・エントリーした案件についてのタスク実行計画、成果物サンプル :〔URL省略〕,2026-05-06 17:48:51,1138
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◯◯さんへ、本日の成果物です。ポートフォリオ制作しましたので確認お願いします。また、美容サロン向けのスタンドアローン型チャットボットも制作してみました。昨日いただいたフィードバックを参考にホームページは全て直しました！よろしくお願いします。,2026-05-06 19:03:31,1159
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,@◯◯様 クラウドワークスのプロフィール編集作成しました。 〔URL省略〕 確認よろしくお願いします！,2026-05-07 10:16:56,1250
